order_id,customer_id,order_date,ship_date,delivery_date,customer_name,customer_segment,customer_country,customer_city,customer_region,order_status,total_items,unique_products,subtotal,discount_amount,shipping_cost,tax_amount,total_order_value,profit,shipping_method,delivery_status,payment_method,payment_status,sales_channel,customer_acquisition_channel,campaign
ORD1019559,CUST128590,2026-08-11,2026-08-11,2026-08-12,austin massey,consumer,united states,houston,north america,delivered,3,2,74.13,0.0,16.7,5.19,96.02,23.91,express,on time,debit card,paid,website,organic search,
ORD1019560,CUST113126,2026-06-04,2026-06-05,2026-06-10,lindsey morgan,consumer,united states,new york,north america,delivered,3,3,77.2,0.0,6.4,5.4,89.0,29.43,standard,on time,credit card,paid,mobile app,referral,
ORD1019561,CUST115484,2025-03-29,,,jillian ross,consumer,united states,chicago,north america,cancelled,3,2,35.66,5.11,5.31,2.14,38.0,9.15,standard,not shipped,credit card,refunded,website,direct,
ORD1019562,CUST120388,2025-08-29,2025-08-31,,nathaniel robinson,small business,united states,new york,north america,shipped,2,2,31.85,0.0,7.49,2.23,41.57,13.96,standard,in transit,bank transfer,paid,website,email marketing,
ORD1019563,CUST117078,2024-08-28,2024-08-28,2024-08-31,larry thompson,consumer,united states,los angeles,north america,delivered,3,3,30.98,6.22,6.36,1.73,32.85,4.39,standard,on time,paypal,paid,marketplace,referral,
ORD1019564,CUST109903,2026-04-10,2026-04-11,2026-04-15,tyler lam,consumer,united kingdom,london,europe,delivered,6,3,206.23,20.38,0.0,37.17,223.02,68.15,economy,on time,credit card,paid,website,paid ads,loyalty_rewards
ORD1019565,CUST115189,2026-04-19,2026-04-19,2026-04-26,lauren brown,consumer,united states,new york,north america,delivered,3,2,94.31,10.95,4.4,5.84,93.6,34.93,economy,on time,paypal,paid,website,referral,
ORD1019566,CUST114474,2025-08-20,,,noah norton,corporate,united states,houston,north america,cancelled,2,2,35.34,0.0,7.18,2.47,44.99,13.15,standard,not shipped,paypal,refunded,social media,organic search,
ORD1019567,CUST117753,2024-11-19,,,casey herrera,consumer,united states,los angeles,north america,cancelled,2,2,32.43,0.0,17.83,2.27,52.53,12.95,express,not shipped,credit card,failed,mobile app,referral,
ORD1019568,CUST127076,2025-08-04,2025-08-04,2025-08-08,john page,corporate,united kingdom,birmingham,europe,delivered,4,4,91.7,0.0,4.92,18.34,114.96,34.79,economy,on time,debit card,pending,website,social media,loyalty_rewards
ORD1019569,CUST100326,2024-09-12,,,joshua alexander,corporate,canada,vancouver,north america,cancelled,4,3,105.58,24.51,6.86,10.54,98.47,20.06,standard,not shipped,credit card,refunded,website,paid ads,loyalty_rewards
ORD1019570,CUST104344,2024-06-23,2024-06-23,2024-06-24,john jordan,consumer,canada,toronto,north america,delivered,2,2,80.64,10.73,16.58,9.09,95.58,16.92,express,on time,debit card,paid,website,email marketing,
ORD1019571,CUST112369,2024-02-01,2024-02-02,2024-02-06,cameron reid,consumer,united states,chicago,north america,returned,2,2,30.47,4.37,4.43,1.83,32.36,10.4,economy,returned,gift card,refunded,website,direct,
ORD1019572,CUST124347,2026-04-24,2026-04-26,2026-04-28,gabriella petersen,consumer,canada,vancouver,north america,delivered,4,2,32.14,0.0,6.7,4.18,43.02,9.73,standard,on time,debit card,paid,mobile app,organic search,
ORD1019573,CUST102618,2024-01-22,2024-01-23,,caleb thompson,corporate,united states,los angeles,north america,shipped,6,5,263.29,36.98,0.0,15.84,242.15,72.21,express,in transit,paypal,paid,website,paid ads,summer_sale24
ORD1019574,CUST128192,2024-08-04,2024-08-07,,eric cole,small business,australia,melbourne,oceania,shipped,2,2,58.96,17.39,4.16,4.16,49.89,0.64,economy,in transit,credit card,paid,website,direct,
ORD1019575,CUST127121,2025-01-10,2025-01-10,2025-01-14,christina brown,consumer,united states,houston,north america,delivered,2,2,48.89,0.0,5.32,3.42,57.63,16.59,standard,on time,debit card,paid,mobile app,organic search,
ORD1019576,CUST104293,2024-05-07,2024-05-07,2024-05-07,dana mitchell,consumer,united states,los angeles,north america,returned,3,3,83.99,0.0,26.98,5.88,116.85,31.06,same-day,returned,debit card,refunded,marketplace,paid ads,
ORD1019577,CUST104147,2024-01-12,2024-01-12,2024-01-15,angel salinas,consumer,united states,houston,north america,delivered,1,1,35.5,0.0,7.19,2.49,45.18,12.5,standard,delayed,paypal,pending,website,paid ads,
ORD1019578,CUST101425,2024-05-29,2024-05-31,2024-06-04,james gutierrez,corporate,united states,chicago,north america,delivered,1,1,19.62,0.0,7.79,1.37,28.78,9.38,standard,on time,credit card,paid,social media,paid ads,
ORD1019579,CUST127980,2024-09-21,2024-09-23,2024-09-28,jacob harris,consumer,united states,los angeles,north america,delivered,2,2,48.64,5.74,4.35,3.0,50.25,9.73,economy,delayed,credit card,paid,website,paid ads,
ORD1019580,CUST118891,2025-05-27,2025-05-27,2025-05-30,donna vasquez,consumer,united states,houston,north america,delivered,3,2,377.94,0.0,7.19,26.46,411.59,115.72,standard,on time,credit card,paid,mobile app,paid ads,
ORD1019581,CUST125986,2024-04-17,,,timothy johnson,corporate,canada,toronto,north america,cancelled,4,3,141.96,15.68,0.0,16.42,142.7,50.2,standard,not shipped,credit card,refunded,website,direct,
ORD1019582,CUST122521,2024-09-11,2024-09-13,2024-09-18,robert sawyer,consumer,germany,hamburg,europe,delivered,2,2,44.16,0.0,5.01,8.39,57.56,14.78,standard,on time,credit card,paid,mobile app,social media,
ORD1019583,CUST100840,2024-06-22,2024-06-23,2024-06-24,joshua russo,corporate,united states,chicago,north america,delivered,3,3,73.18,0.0,15.96,5.12,94.26,34.34,express,on time,credit card,paid,mobile app,paid ads,
ORD1019584,CUST105038,2026-05-19,2026-05-19,2026-05-27,dana mendoza,corporate,united kingdom,london,europe,returned,3,3,163.75,42.61,0.0,24.23,145.37,29.09,economy,returned,bank transfer,refunded,marketplace,paid ads,
ORD1019585,CUST118707,2025-04-30,2025-04-30,2025-05-03,justin parsons,small business,canada,toronto,north america,delivered,6,3,182.87,0.0,0.0,23.77,206.64,56.52,standard,on time,paypal,paid,marketplace,organic search,
ORD1019586,CUST121123,2025-08-16,2025-08-17,2025-08-21,robert wheeler,corporate,united states,new york,north america,delivered,4,2,170.74,14.44,6.04,10.94,173.28,52.87,standard,on time,bank transfer,paid,website,social media,
ORD1019587,CUST130915,2025-10-05,2025-10-07,2025-10-12,michael arnold,consumer,united states,new york,north america,delivered,4,3,115.34,0.0,0.0,8.07,123.41,50.9,standard,on time,credit card,paid,website,organic search,
ORD1019588,CUST120436,2024-01-01,2024-01-01,2024-01-04,laura higgins,consumer,united kingdom,birmingham,europe,delivered,2,2,76.54,17.02,5.42,11.9,76.84,8.08,standard,on time,debit card,paid,marketplace,social media,summer_sale24
ORD1019589,CUST110826,2024-07-15,2024-07-16,2024-07-21,james stevens,small business,united states,chicago,north america,delivered,5,4,199.52,18.92,0.0,12.64,193.24,71.09,standard,on time,gift card,paid,website,paid ads,
ORD1019590,CUST124884,2024-06-24,2024-06-25,2024-06-27,samantha moreno,consumer,germany,berlin,europe,returned,3,2,142.34,0.0,0.0,27.04,169.38,67.01,express,returned,debit card,refunded,mobile app,organic search,
ORD1019591,CUST132499,2025-03-16,2025-03-16,,jenna brown,consumer,united states,los angeles,north america,shipped,2,2,105.39,0.0,17.37,7.38,130.14,41.87,express,in transit,credit card,paid,website,email marketing,
ORD1019592,CUST126217,2024-04-19,,,jessica aguirre,consumer,united states,houston,north america,processing,1,1,14.06,2.14,6.86,0.83,19.61,1.81,standard,not shipped,debit card,paid,website,paid ads,
ORD1019593,CUST130796,2024-05-19,2024-05-21,2024-05-25,gregory michael,consumer,united states,houston,north america,delivered,4,4,26.61,0.0,6.92,1.86,35.39,8.82,standard,on time,credit card,paid,website,email marketing,blackfriday25
ORD1019594,CUST120597,2025-10-28,2025-10-29,,megan robertson,consumer,germany,berlin,europe,shipped,3,3,85.31,0.0,5.76,16.21,107.28,29.83,standard,in transit,bank transfer,paid,mobile app,email marketing,winter_clearout
ORD1019595,CUST127737,2025-02-01,,,scott cooper,corporate,united states,los angeles,north america,processing,5,5,88.32,0.0,7.2,6.18,101.7,41.78,standard,not shipped,debit card,paid,website,referral,
ORD1019596,CUST100644,2024-12-04,2024-12-06,2024-12-10,barbara baker dvm,consumer,canada,toronto,north america,delivered,4,1,79.71,17.28,5.84,8.12,76.39,15.18,standard,delayed,debit card,pending,website,organic search,
ORD1019597,CUST126071,2025-12-27,2025-12-29,2026-01-02,kathleen long,consumer,united states,unknown,north america,delivered,5,4,40.04,0.0,3.85,2.8,46.69,11.71,economy,on time,credit card,paid,marketplace,organic search,
ORD1019598,CUST127772,2025-03-11,2025-03-12,2025-03-14,patrick coleman,consumer,united states,new york,north america,delivered,3,3,64.13,3.34,7.04,4.26,72.09,22.04,standard,on time,credit card,paid,mobile app,direct,
ORD1019599,CUST108580,2024-12-14,2024-12-14,2024-12-19,susan estrada,consumer,united kingdom,london,europe,delivered,4,4,61.2,10.6,6.400000000000004,10.12,67.12,19.82,standard,on time,credit card,paid,website,referral,
ORD1019600,CUST108690,2026-03-12,2026-03-14,2026-03-21,joshua martin,consumer,united states,chicago,north america,delivered,2,2,12.97,1.01,3.01,0.84,15.81,5.4,economy,on time,paypal,paid,website,social media,
ORD1019601,CUST124783,2025-04-13,,,mercedes smith,consumer,united states,los angeles,north america,cancelled,3,3,401.53,86.82,4.02,22.03,340.76,52.85,economy,not shipped,credit card,refunded,website,referral,
ORD1019602,CUST120144,2024-06-20,2024-06-21,2024-06-26,sarah howe,consumer,united states,chicago,north america,delivered,1,1,24.81,0.0,5.42,1.74,31.97,10.14,standard,on time,credit card,paid,website,social media,
ORD1019604,CUST103139,2026-06-20,2026-06-22,2026-06-25,mary hanson,small business,united states,new york,north america,delivered,3,2,26.18,0.0,6.0,1.83,34.01,10.51,standard,on time,paypal,paid,marketplace,email marketing,
ORD1019605,CUST101750,2025-12-19,2025-12-20,2025-12-24,ronald terry,consumer,united states,new york,north america,delivered,3,2,137.46,0.0,4.15,9.62,151.23,57.19,economy,on time,debit card,paid,mobile app,organic search,
ORD1019606,CUST104819,2024-07-11,2024-07-11,,charles clark,small business,united states,houston,north america,shipped,3,2,36.09,0.0,15.66,2.53,54.28,16.45,express,in transit,credit card,paid,marketplace,email marketing,
ORD1019607,CUST102042,2026-02-17,2026-02-19,2026-02-22,meagan chandler,consumer,united states,houston,north america,delivered,2,2,103.37,0.0,6.99,7.24,117.6,29.34,standard,on time,debit card,paid,website,social media,summer_sale24
ORD1019608,CUST110999,2024-03-04,2024-03-07,,joshua collins,consumer,united states,houston,north america,shipped,6,5,441.53,114.23,3.96,22.91,354.17,54.83,economy,in transit,credit card,paid,marketplace,social media,
ORD1019609,CUST120262,2024-08-08,2024-08-10,2024-08-15,brett andrews,consumer,united kingdom,manchester,europe,delivered,2,2,72.27,4.57,7.03,13.54,88.27,29.85,standard,on time,credit card,paid,website,organic search,
ORD1019610,CUST111340,2024-02-11,2024-02-11,2024-02-11,mr. jonathan harris,consumer,germany,hamburg,europe,delivered,3,2,107.25,0.0,0.0,20.38,127.63,35.0,same-day,on time,bank transfer,paid,website,referral,
ORD1019611,CUST127565,2024-02-01,2024-02-03,,samuel gomez,consumer,united states,houston,north america,shipped,3,2,123.17,0.0,6.53,8.62,138.32,41.59,standard,in transit,gift card,paid,website,referral,
ORD1019612,CUST103411,2024-06-18,2024-06-18,2024-06-20,brian terry,corporate,united states,houston,north america,delivered,8,5,105.51,15.45,7.02,6.3,103.38,29.11,standard,on time,credit card,paid,website,social media,
ORD1019613,CUST101705,2025-12-05,2025-12-07,2025-12-12,christina armstrong,consumer,united states,new york,north america,delivered,2,2,100.26,25.38,5.26,5.24,85.38,3.72,standard,on time,bank transfer,paid,website,organic search,
ORD1019614,CUST100836,2024-04-09,2024-04-11,2024-04-13,tiffany smith,consumer,united states,houston,north america,delivered,1,1,67.53,19.2,5.09,3.38,56.8,7.28,standard,on time,credit card,paid,website,organic search,
ORD1019615,CUST104214,2024-10-01,2024-10-01,2024-10-05,erica howard,consumer,canada,montreal,north america,delivered,4,3,62.6,0.0,5.44,8.14,76.18,22.61,standard,on time,gift card,paid,website,referral,
ORD1019616,CUST126245,2026-04-25,,,christina taylor,small business,germany,berlin,europe,cancelled,3,2,46.54,11.29,13.94,6.7,55.89,8.14,express,not shipped,paypal,failed,mobile app,direct,
ORD1019617,CUST104756,2026-02-25,2026-02-26,2026-02-27,amanda hale,small business,germany,hamburg,europe,delivered,4,4,160.07,38.76,0.0,23.05,144.36,39.85,express,delayed,debit card,paid,website,direct,
ORD1019618,CUST112833,2026-08-11,2026-08-11,2026-08-14,stacey coleman,small business,united states,new york,north america,delivered,3,2,82.88,6.03,5.26,5.38,87.49,26.59,standard,on time,bank transfer,paid,mobile app,direct,
ORD1019619,CUST108566,2024-03-22,2024-03-24,2024-03-26,elizabeth beck,consumer,canada,montreal,north america,delivered,2,2,45.02,0.0,7.0,5.85,57.87,18.68,standard,on time,paypal,paid,mobile app,organic search,
ORD1019620,CUST104028,2024-04-30,2024-05-01,2024-05-06,laura collier,small business,united states,houston,north america,returned,3,2,61.09,0.0,6.89,4.28,72.26,19.66,standard,returned,debit card,refunded,website,organic search,
ORD1019621,CUST124578,2026-01-25,2026-01-25,2026-01-30,spencer brooks,consumer,united states,houston,north america,returned,4,4,170.52,25.599999999999994,7.6,10.14,162.66,53.97,standard,returned,paypal,refunded,website,email marketing,
ORD1019622,CUST102326,2025-05-10,2025-05-12,2025-05-17,connor caldwell,small business,united kingdom,manchester,europe,delivered,5,5,194.68,0.0,0.0,38.94,233.62,76.29,standard,on time,paypal,paid,website,social media,
ORD1019623,CUST110778,2025-11-13,2025-11-13,2025-11-16,william willis,consumer,united states,houston,north america,delivered,2,2,60.65,0.0,5.93,4.25,70.83,27.8,standard,on time,credit card,paid,marketplace,direct,
ORD1019624,CUST131919,2024-05-11,2024-05-13,2024-05-16,craig oliver,consumer,united states,houston,north america,delivered,5,3,127.6,35.4,5.92,6.45,104.57,12.47,standard,on time,paypal,paid,mobile app,organic search,
ORD1019625,CUST127983,2024-09-16,,,sandra gates,consumer,united states,new york,north america,cancelled,4,3,39.56,0.0,5.13,2.77,47.46,12.34,standard,not shipped,paypal,refunded,website,direct,
ORD1019626,CUST131021,2025-03-19,2025-03-20,2025-03-23,mrs. janet howell,small business,united states,chicago,north america,returned,3,3,85.87,7.64,7.24,5.48,90.95,32.58,standard,returned,debit card,refunded,website,paid ads,
ORD1019627,CUST117865,2024-09-19,,,nathan nguyen,corporate,united states,houston,north america,cancelled,1,1,14.29,1.21,6.39,0.92,20.39,5.19,standard,not shipped,credit card,refunded,marketplace,paid ads,blackfriday25
ORD1019628,CUST124970,2025-11-07,2025-11-07,2025-11-11,stacie frederick,consumer,united kingdom,birmingham,europe,delivered,3,3,42.27,10.55,5.85,6.34,43.91,3.92,standard,on time,paypal,paid,social media,email marketing,blackfriday24
ORD1019629,CUST129131,2026-07-18,2026-07-18,2026-07-21,kayla myers,consumer,united states,houston,north america,delivered,2,2,52.74,4.56,5.9,3.37,57.45,18.86,standard,on time,credit card,paid,mobile app,social media,
ORD1019630,CUST110084,2025-04-22,,,frank lee,consumer,united states,los angeles,north america,cancelled,6,5,125.66,24.39,7.72,7.09,116.08,13.87,standard,not shipped,debit card,refunded,website,organic search,
ORD1019632,CUST124050,2025-10-08,2025-10-08,2025-10-12,david martin,consumer,united states,chicago,north america,delivered,3,2,125.87,25.7,0.0,7.01,107.18,15.63,standard,on time,credit card,paid,mobile app,organic search,
ORD1019633,CUST113991,2026-03-09,2026-03-11,2026-03-15,calvin lambert,corporate,canada,toronto,north america,delivered,9,5,276.59,0.0,0.0,35.96,312.55,121.1,standard,on time,credit card,paid,mobile app,paid ads,
ORD1019634,CUST110126,2024-04-29,2024-04-29,2024-04-30,samantha costa,consumer,united states,chicago,north america,delivered,1,1,88.91,0.0,23.37,6.22,118.5,40.36,same-day,on time,paypal,pending,website,organic search,
ORD1019635,CUST119612,2025-09-30,,,wayne caldwell,consumer,united states,houston,north america,processing,4,3,105.07,8.64,7.08,6.75,110.26,34.09,standard,not shipped,paypal,paid,website,organic search,
ORD1019636,CUST103484,2024-03-08,2024-03-08,,michael wilson,consumer,united states,new york,north america,shipped,8,6,127.0,0.0,15.44,8.89,151.33,45.56,express,in transit,credit card,paid,mobile app,organic search,
ORD1019637,CUST105202,2024-10-11,2024-10-11,2024-10-15,amanda allen,consumer,united states,chicago,north america,delivered,3,2,75.18,0.0,5.64,5.26,86.08,21.73,standard,on time,paypal,paid,website,referral,
ORD1019638,CUST125652,2025-01-21,2025-01-23,2025-01-27,audrey evans,consumer,united kingdom,manchester,europe,delivered,4,2,76.72,0.0,4.61,15.34,96.67,26.09,economy,on time,credit card,pending,mobile app,organic search,
ORD1019639,CUST106552,2026-03-14,2026-03-14,,ricardo palmer,small business,united kingdom,manchester,europe,shipped,2,2,169.83,25.73,15.11,28.82,188.03,24.54,express,in transit,gift card,paid,website,social media,loyalty_rewards
ORD1019640,CUST128473,2025-06-27,2025-06-27,2025-06-29,robert collins,corporate,australia,brisbane,oceania,delivered,1,1,13.76,2.62,7.88,1.11,20.13,3.0,standard,on time,paypal,paid,marketplace,social media,
ORD1019641,CUST108698,2025-08-27,2025-08-29,2025-09-03,heidi brown,small business,united kingdom,london,europe,delivered,3,3,127.58,0.0,6.93,25.52,160.03,39.88,standard,on time,debit card,paid,website,organic search,
ORD1019643,CUST129907,2024-01-25,2024-01-25,,karen sexton,small business,australia,sydney,oceania,shipped,4,4,93.74,0.0,21.31,9.37,124.42,27.3,same-day,in transit,credit card,paid,mobile app,paid ads,
ORD1019644,CUST129201,2026-01-06,,,alicia parsons,corporate,canada,toronto,north america,processing,5,5,393.7,0.0,4.41,51.18,449.29,139.46,economy,not shipped,credit card,paid,website,email marketing,
ORD1019645,CUST130433,2024-11-21,2024-11-21,2024-11-24,annette morris,consumer,australia,melbourne,oceania,delivered,3,3,74.81,21.68,5.35,5.31,63.79,15.1,standard,on time,debit card,paid,marketplace,email marketing,
ORD1019646,CUST116088,2026-02-19,2026-02-20,,alicia fowler,consumer,united states,chicago,north america,shipped,5,5,75.49,0.0,6.52,5.28,87.29,23.33,standard,in transit,debit card,paid,website,referral,
ORD1019647,CUST106330,2025-01-03,2025-01-04,2025-01-09,david higgins,corporate,canada,vancouver,north america,delivered,7,5,459.03,0.0,3.87,59.67,522.57,134.35,economy,on time,gift card,paid,website,direct,
ORD1019648,CUST126125,2026-03-16,2026-03-16,,kelly williams,small business,united states,houston,north america,shipped,2,2,51.64,4.85,16.88,3.28,66.95,11.89,express,in transit,paypal,paid,website,social media,summer_sale24
ORD1019649,CUST121440,2024-09-08,,,sierra randolph,consumer,germany,hamburg,europe,processing,4,4,82.6,23.31,6.86,11.27,77.42,6.68,standard,not shipped,debit card,paid,website,direct,
ORD1019650,CUST119531,2025-12-04,,,james gutierrez,corporate,canada,toronto,north america,cancelled,3,3,153.03,0.0,6.469999999999985,19.89,179.39,45.4,standard,not shipped,paypal,refunded,marketplace,organic search,
ORD1019651,CUST107524,2024-06-14,2024-06-14,2024-06-16,tracie sherman,consumer,united kingdom,london,europe,delivered,4,3,41.71,0.0,12.34,8.34,62.39,16.04,express,on time,credit card,paid,website,organic search,
ORD1019652,CUST101039,2025-04-12,2025-04-13,2025-04-16,bradley montgomery,consumer,united states,new york,north america,delivered,3,2,66.08,11.34,5.82,3.83,64.39,20.08,standard,delayed,paypal,paid,mobile app,organic search,
ORD1019653,CUST118883,2025-01-25,2025-01-27,2025-01-29,april mcpherson,consumer,united states,new york,north america,delivered,6,5,136.17,0.0,0.0,9.53,145.7,46.62,standard,on time,paypal,paid,marketplace,paid ads,
ORD1019654,CUST127772,2025-08-03,2025-08-05,2025-08-09,patrick coleman,consumer,united states,new york,north america,returned,5,4,73.43,0.0,5.47,5.14,84.04,28.64,standard,returned,paypal,refunded,mobile app,organic search,
ORD1019655,CUST105405,2025-06-12,2025-06-13,,vanessa blankenship,corporate,united states,houston,north america,shipped,3,2,45.03,10.59,8.0,2.41,44.85,2.08,standard,in transit,paypal,paid,website,organic search,
ORD1019656,CUST107124,2025-10-16,2025-10-16,2025-10-17,tyrone hale,consumer,germany,munich,europe,delivered,1,1,21.99,0.0,15.61,4.18,41.78,9.99,express,on time,credit card,paid,mobile app,email marketing,
ORD1019657,CUST131828,2024-01-24,2024-01-25,2024-01-30,ashley sanders,small business,germany,munich,europe,delivered,5,5,195.23,0.0,0.0,37.09,232.32,70.46,standard,delayed,credit card,paid,website,paid ads,
ORD1019658,CUST100043,2026-01-13,2026-01-13,2026-01-14,benjamin moore,consumer,united states,chicago,north america,delivered,5,5,84.56,0.0,13.0,5.92,103.48,32.43,express,on time,credit card,paid,website,social media,
ORD1019659,CUST123163,2025-09-22,2025-09-23,2025-09-28,nicole wood,corporate,canada,toronto,north america,delivered,1,1,46.42,0.0,6.64,6.03,59.09,19.75,standard,on time,debit card,paid,website,social media,
ORD1019660,CUST108389,2025-03-27,2025-03-30,2025-04-05,miss patricia wall,consumer,germany,hamburg,europe,delivered,4,2,158.03,22.81,0.0,25.69,160.91,22.71,economy,delayed,credit card,paid,website,direct,
ORD1019661,CUST105977,2025-03-03,2025-03-03,2025-03-06,ariel cross,consumer,united kingdom,manchester,europe,delivered,7,6,220.09,0.0,7.57,44.02,271.68,80.3,standard,on time,paypal,pending,website,organic search,
ORD1019662,CUST105884,2024-02-28,2024-02-29,2024-03-03,jennifer leblanc,small business,united states,new york,north america,delivered,3,2,204.93,0.0,0.0,14.35,219.28,83.44,standard,on time,paypal,paid,mobile app,paid ads,
ORD1019663,CUST124253,2024-12-11,2024-12-12,2024-12-14,paul fernandez,corporate,germany,munich,europe,delivered,2,2,23.7,5.29,16.13,3.5,38.04,2.56,express,on time,paypal,paid,website,social media,
ORD1019664,CUST110792,2026-03-08,2026-03-08,2026-03-09,clinton adams,corporate,united states,new york,north america,delivered,3,2,33.64,0.0,13.85,2.35,49.84,9.69,express,on time,paypal,paid,mobile app,organic search,
ORD1019665,CUST103787,2025-06-25,,,tyler jensen,corporate,united states,new york,north america,processing,4,4,82.93,0.0,4.21,5.81,92.95,36.23,economy,not shipped,paypal,pending,mobile app,social media,summer_sale24
ORD1019666,CUST111145,2026-01-10,2026-01-10,2026-01-13,steven rodriguez md,corporate,canada,toronto,north america,returned,4,3,105.15,31.36,0.0,9.59,83.38,8.72,standard,returned,credit card,refunded,marketplace,paid ads,
ORD1019667,CUST105551,2024-10-25,2024-10-25,2024-10-29,jessica smith dds,consumer,united states,houston,north america,delivered,7,4,100.91,0.0,0.0,7.06,107.97,32.14,standard,on time,paypal,paid,mobile app,organic search,
ORD1019668,CUST114983,2025-03-22,2025-03-24,2025-03-28,logan hernandez,consumer,united states,houston,north america,delivered,4,4,65.48,0.0,6.97,4.58,77.03,32.47,standard,on time,credit card,paid,marketplace,paid ads,winter_clearout
ORD1019669,CUST110527,2025-10-16,2025-10-17,2025-10-21,joseph ramirez,consumer,germany,berlin,europe,delivered,7,5,207.89,0.0,0.0,39.5,247.39,98.54,standard,on time,debit card,paid,mobile app,organic search,
ORD1019670,CUST128168,2025-08-17,2025-08-17,2025-08-22,anthony hill,consumer,united kingdom,manchester,europe,delivered,5,4,155.75,0.0,0.0,31.15,186.9,59.43,economy,on time,paypal,paid,mobile app,email marketing,spring_launch25
ORD1019671,CUST117493,2026-07-08,2026-07-11,,jeffrey morrison,consumer,united states,new york,north america,shipped,2,2,63.36,0.0,4.01,4.44,71.81,31.62,economy,in transit,credit card,paid,mobile app,paid ads,
ORD1019672,CUST122982,2026-01-03,2026-01-03,2026-01-05,daniel gonzalez,consumer,germany,berlin,europe,delivered,3,3,62.0,11.91,16.33,9.52,75.94,12.62,express,on time,credit card,paid,website,email marketing,summer_sale24
ORD1019673,CUST131277,2025-10-01,2025-10-03,2025-10-05,donald wagner,consumer,united states,chicago,north america,delivered,3,2,26.81,4.51,5.83,1.56,29.69,4.14,standard,on time,credit card,pending,website,social media,
ORD1019674,CUST108748,2026-06-06,2026-06-06,,mrs. jamie smith,consumer,united states,houston,north america,shipped,6,4,600.73,54.9,0.0,38.21,584.04,117.38,standard,in transit,paypal,paid,mobile app,organic search,
ORD1019675,CUST131385,2025-09-27,2025-09-27,2025-09-29,joseph mack,corporate,united states,chicago,north america,returned,5,5,166.19,11.33,0.0,10.84,165.7,50.28,standard,returned,paypal,refunded,website,email marketing,
ORD1019676,CUST111818,2025-12-02,2025-12-03,2025-12-05,aaron bell,small business,united kingdom,manchester,europe,returned,1,1,15.66,3.75,17.91,2.38,32.2,4.05,express,returned,credit card,refunded,marketplace,direct,
ORD1019677,CUST106056,2025-10-09,2025-10-10,2025-10-12,bailey harris,consumer,united states,new york,north america,delivered,4,3,68.66,0.0,16.34,4.81,89.81,32.94,express,on time,gift card,paid,website,direct,
ORD1019678,CUST104315,2025-08-18,2025-08-19,,erika johns,small business,canada,montreal,north america,shipped,3,3,71.17,20.93,6.13,6.53,62.9,9.61,standard,in transit,credit card,paid,mobile app,paid ads,
ORD1019679,CUST117972,2026-05-24,2026-05-25,2026-05-26,sharon hinton,consumer,canada,toronto,north america,delivered,7,6,362.51,0.0,12.06,47.13,421.7,160.75,express,on time,paypal,paid,website,organic search,
ORD1019680,CUST107325,2026-01-11,2026-01-13,2026-01-16,bradley harris,consumer,united states,houston,north america,delivered,6,6,245.73,61.22,5.1,12.92,202.53,18.43,standard,on time,debit card,paid,marketplace,social media,
ORD1019682,CUST117771,2026-03-10,2026-03-10,2026-03-15,daniel alvarado,consumer,united states,houston,north america,delivered,9,7,48.93,0.0,5.26,3.43,57.62,23.14,standard,delayed,paypal,paid,mobile app,organic search,
ORD1019683,CUST113570,2026-04-15,2026-04-15,,zachary hunter,corporate,united states,new york,north america,shipped,1,1,27.54,5.87,7.45,1.52,30.64,6.53,standard,in transit,debit card,paid,marketplace,paid ads,winter_clearout
ORD1019684,CUST117002,2026-01-30,2026-01-30,2026-02-04,mrs. maria murphy md,consumer,united states,new york,north america,delivered,3,2,69.07,0.0,7.19,4.83,81.09,20.62,standard,on time,credit card,paid,mobile app,referral,
ORD1019685,CUST102470,2025-11-01,2025-11-02,,andrea spencer,consumer,united states,chicago,north america,shipped,1,1,15.09,4.15,14.39,0.77,26.1,2.06,express,in transit,debit card,paid,website,referral,
ORD1019686,CUST126455,2025-06-24,2025-06-24,2025-06-26,david barnett,small business,australia,sydney,oceania,delivered,5,3,111.41,23.63,16.89,8.78,113.45,30.08,express,on time,credit card,paid,mobile app,organic search,
ORD1019687,CUST107217,2024-09-01,2024-09-01,2024-09-04,cheryl cooper,corporate,united states,chicago,north america,delivered,2,2,55.77,0.0,6.36,3.9,66.03,27.84,standard,on time,credit card,paid,website,organic search,
ORD1019688,CUST109866,2026-05-21,2026-05-21,2026-05-22,michael johnson,consumer,germany,munich,europe,delivered,4,1,218.23,0.0,13.27,41.46,272.96,80.95,express,on time,paypal,paid,website,paid ads,
ORD1019689,CUST104036,2026-04-08,2026-04-08,2026-04-10,zachary rios,consumer,united states,houston,north america,delivered,3,3,63.86,0.0,16.35,4.47,84.68,19.79,express,on time,credit card,paid,social media,referral,
ORD1019690,CUST108430,2024-11-11,2024-11-13,2024-11-16,john marsh,consumer,united states,chicago,north america,delivered,4,2,120.43,20.55,6.43,6.99,113.3,37.04,standard,on time,debit card,paid,website,referral,
ORD1019691,CUST102835,2025-07-26,2025-07-26,2025-07-31,sean cochran,consumer,united states,new york,north america,delivered,4,4,87.12,17.19,7.28,4.9,82.11,25.41,standard,on time,gift card,paid,mobile app,direct,
